ï»¿Time_s      	SteeringWheelAngle_rad	InputShaftAngle_deg
      5.5254	  0.81057031	     -3.3125
      5.5354	  0.81057031	     -3.3125
      5.5454	  0.81057031	     -3.3125
      5.5554	  0.81057031	     -3.3125
      5.5654	  0.81057031	     -3.3125
      5.5754	  0.81057031	     -3.3125
      5.5854	  0.81057031	     -3.3125
      5.5954	  0.81057031	     -3.3125
      5.6054	  0.81057031	     -3.3125
      5.6154	  0.81057031	     -3.3125
      5.6254	  0.81057031	     -3.3125
      5.6354	  0.81057031	     -3.3125
      5.6454	  0.81057031	     -3.3125
      5.6554	  0.81057031	     -3.3125
      5.6654	  0.81057031	     -3.3125
      5.6754	  0.81057031	     -3.3125
      5.6854	  0.81057031	     -3.3125
      5.6954	  0.81057031	     -3.3125
      5.7054	  0.81057031	     -3.3125
      5.7154	  0.81057031	     -3.3125
      5.7254	  0.81057031	     -3.3125
      5.7354	  0.81057031	     -3.3125
      5.7454	  0.81057031	     -3.3125
      5.7554	  0.81057031	     -3.3125
      5.7654	  0.81057031	     -3.3125
      5.7754	  0.81057031	     -3.3125
      5.7854	  0.81057031	     -3.3125
      5.7954	  0.81057031	     -3.3125
      5.8054	  0.81057031	     -3.3125
      5.8154	  0.81057031	     -3.3125
      5.8254	  0.81057031	     -3.3125
      5.8354	  0.81057031	     -3.3125
      5.8454	  0.81057031	     -3.3125
      5.8554	  0.81057031	     -3.3125
      5.8654	  0.81057031	     -3.3125
      5.8754	  0.81057031	     -3.3125
      5.8854	  0.81057031	     -3.3125
      5.8954	  0.81057031	     -3.3125
      5.9054	  0.81057031	     -3.3125
      5.9154	  0.81057031	     -3.3125
      5.9254	  0.81057031	     -3.3125
      5.9354	  0.81057031	     -3.3125
      5.9454	  0.81057031	     -3.3125
      5.9555	  0.81057031	     -3.3125
      5.9654	  0.81057031	     -3.3125
      5.9754	  0.81057031	     -3.3125
      5.9854	  0.81057031	     -3.3125
      5.9954	  0.81057031	     -3.3125
      6.0055	  0.81057031	     -3.3125
      6.0154	  0.81057031	     -3.3125
      6.0254	  0.81057031	     -3.3125
      6.0354	  0.81057031	     -3.3125
      6.0454	  0.81057031	     -3.3125
      6.0555	  0.81057031	     -3.3125
      6.0654	  0.81057031	     -3.3125
      6.0754	  0.81057031	     -3.3125
      6.0854	  0.81057031	     -3.3125
      6.0954	  0.81057031	     -3.3125
      6.1055	  0.81057031	     -3.3125
      6.1154	  0.81057031	     -3.3125
      6.1254	  0.81057031	     -3.3125
      6.1354	  0.81057031	     -3.3125
      6.1454	  0.81057031	     -3.3125
      6.1555	  0.81057031	     -3.3125
      6.1654	  0.81057031	     -3.3125
      6.1754	  0.81057031	     -3.3125
      6.1854	  0.81057031	     -3.3125
      6.1955	  0.81057031	     -3.3125
      6.2055	  0.81057031	     -3.3125
      6.2154	  0.81057031	     -3.3125
      6.2254	  0.81057031	     -3.3125
      6.2354	  0.81057031	     -3.3125
      6.2454	  0.81057031	     -3.3125
      6.2555	  0.81057031	     -3.3125
      6.2654	  0.81057031	     -3.3125
      6.2755	  0.81057031	     -3.3125
      6.2854	  0.81057031	     -3.3125
      6.2955	  0.81057031	     -3.3125
      6.3055	  0.81057031	     -3.3125
      6.3154	  0.81057031	     -3.3125
      6.3254	  0.81057031	     -3.3125
      6.3354	  0.81057031	     -3.3125
      6.3454	  0.81057031	     -3.3125
      6.3555	  0.81057031	     -3.3125
      6.3654	  0.81057031	     -3.3125
      6.3755	  0.81057031	     -3.3125
      6.3854	  0.81057031	     -3.3125
      6.3955	  0.81057031	     -3.3125
